Customer_ID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn
C05664,13,302,3926,One year,Cash,Yes,1,No
C05665,56,1647,92232,Two year,Credit Card,Yes,1,No
C05666,7,2217,15519,One year,Net Banking,No,0,No
C05667,50,1414,70700,Two year,UPI,Yes,0,No
C05668,50,2973,148650,Two year,Credit Card,No,0,No
C05669,58,4842,280836,Month-to-month,Net Banking,No,0,Yes
C05670,56,3589,200984,Two year,Cash,No,0,No
C05671,39,1852,72228,Two year,Net Banking,Yes,0,Yes
C05672,54,2357,127278,One year,Credit Card,No,0,No
C05673,26,2422,62972,Two year,Cash,Yes,0,No
C05674,40,2814,112560,Month-to-month,Credit Card,Yes,0,No
C05675,31,3391,105121,Two year,Cash,Yes,0,No
C05676,29,2372,68788,One year,Credit Card,Yes,0,No
C05677,13,4893,63609,Month-to-month,Cash,No,0,No
C05678,19,702,13338,Two year,UPI,No,0,No
C05679,14,2932,41048,One year,UPI,No,0,Yes
C05680,21,1180,24780,Two year,Cash,Yes,1,Yes
C05681,52,1225,63700,Month-to-month,Net Banking,No,0,No
C05682,10,4360,43600,Month-to-month,Cash,No,0,No
C05683,53,3123,165519,One year,Net Banking,Yes,0,No
C05684,55,3204,176220,One year,Credit Card,Yes,0,No
C05685,36,1158,41688,One year,UPI,Yes,0,No
C05686,42,1583,66486,Month-to-month,Cash,No,0,No
C05687,28,1821,50988,Month-to-month,Credit Card,No,0,Yes
C05688,31,2192,67952,Month-to-month,UPI,Yes,0,No
C05689,16,3266,52256,Two year,Cash,Yes,0,No
C05690,13,4211,54743,Two year,UPI,Yes,0,No
C05691,4,1410,5640,One year,Cash,Yes,0,Yes
C05692,13,1587,20631,One year,Net Banking,Yes,0,No
C05693,43,4845,208335,Month-to-month,Cash,No,1,No
C05694,32,887,28384,One year,Cash,No,0,No
C05695,35,2137,74795,Two year,Credit Card,No,0,Yes
C05696,30,3634,109020,Two year,UPI,No,0,No
C05697,60,2137,128220,One year,Credit Card,No,0,No
C05698,54,3958,213732,One year,Cash,Yes,0,No
C05699,39,1675,65325,Two year,Cash,No,0,No
C05700,58,1765,102370,Month-to-month,Cash,Yes,0,No
C05701,14,3132,43848,One year,Cash,Yes,1,No
C05702,36,2399,86364,One year,Credit Card,Yes,1,No
C05703,32,3028,96896,Two year,Net Banking,Yes,0,No
C05704,48,3167,152016,Two year,Net Banking,No,1,Yes
C05705,5,2647,13235,One year,Cash,Yes,0,No
C05706,35,1401,49035,One year,Cash,Yes,0,No
C05707,14,1438,20132,Month-to-month,UPI,Yes,0,No
C05708,14,2701,37814,One year,Cash,No,0,No
C05709,39,1529,59631,Month-to-month,Net Banking,Yes,0,Yes
C05710,16,3673,58768,Two year,Credit Card,Yes,0,Yes
C05711,40,926,37040,One year,Cash,No,0,Yes
C05712,42,2977,125034,Month-to-month,Cash,Yes,0,Yes
C05713,51,4550,232050,Month-to-month,Net Banking,No,1,No
C05714,3,3623,10869,One year,UPI,No,0,Yes
C05715,43,670,28810,Month-to-month,UPI,Yes,0,No
C05716,42,2167,91014,Two year,UPI,No,0,No
C05717,54,2855,154170,Two year,Credit Card,No,0,No
C05718,41,1223,50143,Two year,Net Banking,No,1,Yes
C05719,6,2829,16974,Two year,Cash,Yes,0,No
C05720,8,2603,20824,One year,Cash,Yes,0,No
C05721,45,2503,112635,Two year,UPI,Yes,0,No
C05722,49,1244,60956,One year,Cash,No,1,No
C05723,22,1122,24684,One year,Cash,No,0,No
C05724,4,3597,14388,Month-to-month,Net Banking,No,0,No
C05725,44,1667,73348,Two year,Credit Card,Yes,0,No
C05726,11,608,6688,One year,Net Banking,Yes,1,No
C05727,35,744,26040,Month-to-month,Cash,No,0,No
C05728,10,4695,46950,One year,UPI,No,0,No
C05729,14,4118,57652,Two year,Net Banking,Yes,0,No
C05730,9,2842,25578,Month-to-month,Cash,Yes,1,Yes
C05731,30,1659,49770,One year,UPI,No,0,Yes
C05732,35,907,31745,Month-to-month,UPI,No,0,No
C05733,18,1591,28638,One year,Net Banking,Yes,0,No
C05734,48,3830,183840,Two year,UPI,Yes,0,No
C05735,23,3622,83306,Two year,Credit Card,Yes,0,Yes
C05736,33,354,11682,Month-to-month,Net Banking,No,1,No
C05737,47,3729,175263,Two year,Cash,Yes,0,Yes
C05738,23,4928,113344,One year,Net Banking,Yes,0,No
C05739,44,3416,150304,Month-to-month,Cash,Yes,0,No
C05740,55,4112,226160,One year,UPI,No,0,Yes
C05741,36,2941,105876,One year,Cash,No,0,No
C05742,23,1511,34753,Two year,Credit Card,Yes,0,Yes
C05743,17,3965,67405,Month-to-month,Cash,No,1,No
C05744,35,2777,97195,One year,UPI,No,0,No
C05745,30,3193,95790,Month-to-month,UPI,No,1,No
C05746,56,3655,204680,One year,UPI,No,1,Yes
C05747,41,1483,60803,Month-to-month,Net Banking,Yes,0,Yes
C05748,50,2094,104700,Two year,Credit Card,No,0,Yes
C05749,12,1166,13992,Two year,Credit Card,Yes,0,No
C05750,20,1139,22780,Two year,Credit Card,No,0,No
C05751,4,4819,19276,Two year,UPI,Yes,0,Yes
C05752,28,1620,45360,Month-to-month,Credit Card,Yes,0,No
C05753,39,4000,156000,One year,Cash,No,1,No
C05754,29,3670,106430,Month-to-month,UPI,Yes,0,No
C05755,57,3439,196023,Two year,Net Banking,No,0,Yes
C05756,41,4172,171052,Month-to-month,Cash,No,0,No
C05757,37,3202,118474,Month-to-month,UPI,No,0,No
C05758,4,655,2620,One year,Cash,Yes,1,No
C05759,31,4023,124713,Two year,UPI,No,0,Yes
C05760,52,550,28600,One year,UPI,Yes,0,No
C05761,55,1344,73920,Month-to-month,Net Banking,No,0,No
C05762,40,3027,121080,One year,Cash,No,0,No
C05763,31,2401,74431,Two year,UPI,No,0,No
C05764,40,2580,103200,Month-to-month,Cash,Yes,0,No
C05765,54,1735,93690,One year,Net Banking,Yes,0,No
C05766,3,4832,14496,Two year,Credit Card,No,0,Yes
C05767,35,3850,134750,Two year,Cash,Yes,0,No
C05768,12,2334,28008,Month-to-month,UPI,No,0,No
C05769,8,2406,19248,Two year,Credit Card,No,0,No
C05770,26,505,13130,Two year,UPI,Yes,0,Yes
C05771,48,4458,213984,One year,Credit Card,No,0,Yes
C05772,5,1910,9550,Two year,Cash,Yes,0,No
C05773,12,550,6600,One year,Cash,Yes,0,No
C05774,46,695,31970,Month-to-month,Cash,Yes,0,No
C05775,13,3514,45682,One year,Credit Card,Yes,0,No
C05776,24,2815,67560,One year,Net Banking,No,0,No
C05777,20,2590,51800,Two year,Net Banking,Yes,0,No
C05778,47,2327,109369,Two year,Cash,No,0,Yes
C05779,21,4415,92715,Month-to-month,Credit Card,Yes,0,No
C05780,15,773,11595,Month-to-month,Cash,No,1,No
C05781,6,2488,14928,Month-to-month,Credit Card,No,0,No
C05782,59,4146,244614,Two year,Credit Card,Yes,0,No
C05783,58,1048,60784,Month-to-month,UPI,No,0,No
C05784,29,682,19778,Month-to-month,Credit Card,No,1,No
C05785,53,1518,80454,Two year,Cash,Yes,0,Yes
C05786,2,3027,6054,Month-to-month,Net Banking,Yes,1,No
C05787,34,544,18496,One year,Cash,No,1,No
C05788,29,2163,62727,Two year,Net Banking,No,0,No
C05789,38,3031,115178,Two year,Cash,Yes,1,No
C05790,39,3974,154986,Two year,Credit Card,No,0,Yes
C05791,54,1088,58752,One year,Credit Card,Yes,0,Yes
C05792,7,3091,21637,Month-to-month,Net Banking,No,0,No
C05793,36,1242,44712,One year,Credit Card,No,1,No
C05794,3,2182,6546,Month-to-month,UPI,No,0,No
C05795,55,3143,172865,Month-to-month,Credit Card,No,1,No
C05796,31,4139,128309,Month-to-month,Net Banking,No,0,No
C05797,51,4932,251532,Month-to-month,Cash,No,0,No
C05798,33,2583,85239,One year,Cash,No,0,No
C05799,56,4858,272048,One year,Net Banking,Yes,0,No
C05800,25,1038,25950,One year,Credit Card,No,0,No
C05801,41,2700,110700,Month-to-month,Credit Card,Yes,1,No
C05802,30,4953,148590,One year,UPI,Yes,0,No
C05803,23,1232,28336,Month-to-month,UPI,No,1,No
C05804,54,2163,116802,Month-to-month,Net Banking,Yes,0,Yes
C05805,18,2013,36234,Month-to-month,Net Banking,No,0,No
C05806,8,1102,8816,Two year,Credit Card,No,0,Yes
C05807,58,2901,168258,Two year,UPI,Yes,0,No
C05808,56,2525,141400,Month-to-month,UPI,No,1,No
C05809,19,3759,71421,Two year,Net Banking,Yes,0,No
C05810,12,3480,41760,One year,UPI,Yes,0,No
C05811,59,1816,107144,One year,UPI,Yes,0,Yes
C05812,36,4413,158868,Month-to-month,Net Banking,Yes,0,No
C05813,36,4394,158184,One year,Credit Card,Yes,1,No
C05814,30,587,17610,One year,UPI,Yes,0,Yes
C05815,3,4883,14649,One year,UPI,No,0,No
C05816,45,4052,182340,Month-to-month,Credit Card,No,0,No
C05817,10,1397,13970,Month-to-month,Cash,Yes,0,No
C05818,21,862,18102,One year,Credit Card,Yes,0,No
C05819,20,4044,80880,Month-to-month,Net Banking,Yes,1,Yes
C05820,58,3620,209960,Month-to-month,UPI,No,0,No
C05821,12,1025,12300,Month-to-month,Net Banking,No,0,No
C05822,8,4433,35464,Month-to-month,Net Banking,No,0,Yes
C05823,17,4643,78931,One year,Net Banking,Yes,0,No
C05824,37,1345,49765,Two year,Cash,Yes,0,No
C05825,43,4739,203777,One year,UPI,No,0,No
C05826,33,3748,123684,One year,Net Banking,No,0,No
C05827,37,3779,139823,Month-to-month,Net Banking,Yes,0,No
C05828,1,1473,1473,Month-to-month,UPI,No,1,No
C05829,1,4563,4563,Month-to-month,Credit Card,Yes,0,Yes
C05830,10,1340,13400,Two year,Credit Card,Yes,0,No
C05831,34,3185,108290,Month-to-month,Cash,Yes,0,No
C05832,57,741,42237,Two year,UPI,No,1,No
C05833,11,3674,40414,Month-to-month,Credit Card,Yes,0,No
C05834,29,677,19633,One year,Cash,No,1,Yes
C05835,51,2125,108375,Month-to-month,UPI,Yes,0,No
C05836,19,2855,54245,One year,Net Banking,No,0,No
C05837,57,4402,250914,Month-to-month,Credit Card,Yes,0,No
C05838,27,3656,98712,One year,Cash,Yes,0,No
C05839,23,2456,56488,One year,UPI,No,0,No
C05840,6,2302,13812,Month-to-month,Net Banking,Yes,0,No
C05841,55,3739,205645,One year,Net Banking,Yes,1,No
C05842,57,4063,231591,Two year,Credit Card,No,1,No
C05843,11,3240,35640,Month-to-month,UPI,Yes,1,No
C05844,22,2996,65912,One year,Credit Card,Yes,0,No
C05845,47,3558,167226,Two year,Credit Card,Yes,0,No
C05846,44,3768,165792,Two year,Cash,Yes,0,No
C05847,58,1238,71804,Month-to-month,Cash,No,0,No
C05848,4,3071,12284,Two year,Credit Card,No,0,Yes
C05849,6,4691,28146,Month-to-month,Net Banking,Yes,0,No
C05850,49,4839,237111,Month-to-month,Credit Card,No,1,Yes
C05851,46,3343,153778,Two year,Cash,No,0,Yes
C05852,24,3356,80544,Month-to-month,Credit Card,No,0,No
C05853,2,479,958,Month-to-month,Cash,No,0,No
C05854,33,655,21615,Month-to-month,Credit Card,Yes,0,Yes
C05855,19,2384,45296,Two year,Credit Card,No,1,No
C05856,52,4607,239564,Month-to-month,UPI,Yes,0,Yes
C05857,40,1701,68040,Month-to-month,Cash,Yes,0,Yes
C05858,33,723,23859,Month-to-month,UPI,No,0,No
C05859,48,4289,205872,One year,Net Banking,Yes,0,No
C05860,45,1985,89325,Two year,UPI,No,0,No
C05861,1,686,686,Month-to-month,Cash,No,1,No
C05862,2,1753,3506,Month-to-month,Net Banking,No,1,No
C05863,50,1717,85850,Two year,UPI,Yes,0,Yes
C05864,33,2034,67122,Two year,UPI,Yes,0,No
C05865,41,2503,102623,Two year,Cash,Yes,0,Yes
C05866,29,4917,142593,Two year,Net Banking,Yes,0,Yes
C05867,34,4829,164186,Two year,Net Banking,No,0,No
C05868,21,3510,73710,One year,Credit Card,Yes,1,No
C05869,44,2393,105292,Month-to-month,Credit Card,No,0,No
C05870,7,1110,7770,Month-to-month,UPI,Yes,0,No
C05871,3,1976,5928,Month-to-month,Net Banking,No,0,No
C05872,2,599,1198,One year,Net Banking,Yes,0,No
C05873,27,2169,58563,One year,Credit Card,Yes,1,No
C05874,28,4607,128996,One year,Cash,No,0,No
C05875,29,2460,71340,Month-to-month,Net Banking,No,0,No
C05876,21,4312,90552,One year,UPI,No,0,No
C05877,8,488,3904,Month-to-month,Cash,Yes,0,No
C05878,2,2099,4198,Two year,UPI,Yes,1,No
C05879,8,4590,36720,Two year,UPI,No,1,Yes
C05880,48,1814,87072,Month-to-month,UPI,No,0,No
C05881,1,775,775,Month-to-month,Net Banking,Yes,0,No
C05882,57,2288,130416,One year,Net Banking,No,0,Yes
C05883,28,3342,93576,Month-to-month,Credit Card,No,0,No
C05884,5,2833,14165,One year,UPI,No,1,No
C05885,50,3318,165900,One year,Cash,No,0,Yes
C05886,49,949,46501,Month-to-month,Credit Card,Yes,1,No
C05887,57,2883,164331,One year,Credit Card,No,0,Yes
C05888,10,1104,11040,Two year,Credit Card,No,0,No
C05889,14,2841,39774,Month-to-month,UPI,Yes,0,No
C05890,15,837,12555,Two year,Net Banking,Yes,0,Yes
C05891,23,1790,41170,One year,Credit Card,Yes,0,No
C05892,7,464,3248,One year,UPI,Yes,0,No
C05893,27,3876,104652,One year,UPI,No,0,No
C05894,35,1961,68635,One year,Credit Card,No,1,No
C05895,25,3299,82475,Month-to-month,Credit Card,Yes,1,No
C05896,24,1660,39840,Month-to-month,Cash,Yes,0,Yes
C05897,58,1368,79344,Month-to-month,Credit Card,No,0,No
C05898,53,1743,92379,One year,Cash,No,0,No
C05899,44,1828,80432,One year,Credit Card,No,0,No
C05900,36,2422,87192,One year,Net Banking,No,0,No
C05901,51,1006,51306,One year,UPI,Yes,0,No
C05902,14,4028,56392,Two year,Cash,No,0,No
C05903,29,689,19981,One year,Net Banking,No,0,No
C05904,47,2535,119145,One year,Net Banking,No,0,No
C05905,32,3656,116992,One year,Cash,No,0,No
C05906,52,4215,219180,One year,Cash,Yes,0,No
C05907,4,4373,17492,Two year,Cash,No,1,No
C05908,16,3309,52944,One year,UPI,No,0,No
C05909,10,2250,22500,Two year,Cash,No,0,Yes
C05910,22,3002,66044,Two year,Cash,No,0,No
C05911,24,2208,52992,Two year,Cash,Yes,1,No
C05912,44,4994,219736,One year,Credit Card,Yes,0,No
C05913,10,876,8760,Month-to-month,Net Banking,Yes,0,No
C05914,43,3345,143835,One year,Cash,No,0,No
C05915,50,577,28850,Month-to-month,Cash,No,0,No
C05916,52,825,42900,Two year,Cash,Yes,0,Yes
C05917,11,1751,19261,Two year,Cash,Yes,0,No
C05918,40,1192,47680,Two year,Cash,No,0,Yes
C05919,43,1596,68628,One year,UPI,No,1,No
C05920,14,1036,14504,One year,Credit Card,Yes,0,Yes
C05921,21,1953,41013,Two year,Cash,No,0,No
C05922,24,2759,66216,Two year,Cash,No,0,No
C05923,54,2205,119070,Month-to-month,Cash,Yes,0,No
C05924,25,766,19150,Two year,Net Banking,No,0,Yes
C05925,57,1121,63897,Month-to-month,Cash,Yes,0,No
C05926,24,4454,106896,Month-to-month,Cash,Yes,1,Yes
C05927,40,1638,65520,Two year,Net Banking,Yes,0,No
C05928,15,2141,32115,Two year,Credit Card,Yes,0,No
C05929,59,2948,173932,One year,Credit Card,Yes,0,Yes
C05930,31,785,24335,Two year,Credit Card,Yes,0,No
C05931,50,4357,217850,Month-to-month,Net Banking,No,0,No
C05932,30,556,16680,One year,Net Banking,Yes,0,No
C05933,37,3739,138343,One year,Net Banking,No,0,No
C05934,36,2694,96984,Two year,Cash,No,0,Yes
C05935,48,974,46752,Two year,Net Banking,Yes,0,No
C05936,58,2071,120118,Month-to-month,Net Banking,Yes,1,Yes
C05937,5,469,2345,Month-to-month,Credit Card,No,0,No
C05938,3,3712,11136,One year,Cash,Yes,1,No
C05939,11,3708,40788,One year,Cash,No,0,No
C05940,49,1046,51254,One year,Cash,No,1,No
C05941,15,1148,17220,One year,Cash,No,0,Yes
C05942,24,1461,35064,Month-to-month,Net Banking,Yes,0,No
C05943,33,1053,34749,One year,UPI,No,0,Yes
C05944,6,2218,13308,One year,Credit Card,Yes,0,Yes
C05945,56,869,48664,One year,Credit Card,Yes,0,Yes
C05946,50,4192,209600,One year,Cash,No,0,No
C05947,50,4120,206000,One year,Net Banking,Yes,0,No
C05948,33,2347,77451,Month-to-month,UPI,No,0,No
C05949,37,651,24087,Two year,Credit Card,Yes,0,No
C05950,17,1139,19363,One year,Net Banking,No,0,Yes
C05951,19,955,18145,One year,Credit Card,No,0,No
C05952,17,538,9146,Month-to-month,Credit Card,Yes,0,Yes
C05953,31,1351,41881,One year,UPI,Yes,0,No
C05954,20,3102,62040,One year,Credit Card,No,0,No
C05955,48,1729,82992,One year,Net Banking,No,0,Yes
C05956,58,1411,81838,One year,Credit Card,No,0,No
C05957,45,711,31995,Month-to-month,Credit Card,No,1,Yes
C05958,11,3033,33363,Month-to-month,UPI,Yes,0,No
C05959,40,1742,69680,One year,Credit Card,Yes,0,Yes
C05960,1,4034,4034,Month-to-month,Cash,Yes,0,Yes
C05961,7,1475,10325,One year,Credit Card,Yes,0,No
C05962,56,4007,224392,One year,Cash,Yes,0,Yes
C05963,53,1946,103138,Month-to-month,Credit Card,No,0,No
C05964,55,4310,237050,Month-to-month,Net Banking,No,0,Yes
C05965,45,2876,129420,One year,Credit Card,No,1,No
C05966,35,3540,123900,Two year,Credit Card,Yes,1,No
C05967,50,3018,150900,Month-to-month,UPI,Yes,0,No
C05968,45,4925,221625,One year,Cash,Yes,0,No
C05969,2,1116,2232,One year,UPI,No,1,No
C05970,27,3178,85806,Two year,Net Banking,No,1,Yes
C05971,46,4734,217764,Month-to-month,Net Banking,Yes,0,No
C05972,3,3961,11883,Month-to-month,Credit Card,No,0,No
C05973,26,854,22204,Two year,Cash,Yes,0,No
C05974,14,4244,59416,One year,UPI,No,0,No
C05975,13,3911,50843,Two year,UPI,Yes,0,No
C05976,53,1411,74783,Month-to-month,UPI,No,0,No
C05977,10,4865,48650,One year,UPI,Yes,0,Yes
C05978,38,2057,78166,Two year,Net Banking,Yes,1,No
C05979,31,1470,45570,Month-to-month,UPI,Yes,0,No
C05980,30,3793,113790,Month-to-month,UPI,No,0,No
C05981,39,3136,122304,One year,Net Banking,Yes,0,No
C05982,60,4188,251280,Month-to-month,Cash,Yes,0,Yes
C05983,10,1901,19010,Two year,Net Banking,Yes,0,No
C05984,29,2244,65076,Month-to-month,Credit Card,Yes,0,No
C05985,28,953,26684,Two year,Cash,No,1,No
C05986,16,2657,42512,Month-to-month,Net Banking,No,0,Yes
C05987,13,2740,35620,Two year,Cash,Yes,1,No
C05988,10,4175,41750,One year,Net Banking,Yes,0,Yes
C05989,57,2452,139764,One year,Net Banking,No,0,Yes
C05990,20,4201,84020,Month-to-month,UPI,No,0,No
C05991,41,785,32185,One year,Cash,No,0,Yes
C05992,37,4126,152662,Two year,Credit Card,Yes,1,No
C05993,23,3963,91149,Two year,Cash,No,1,No
C05994,48,1765,84720,Two year,UPI,Yes,0,No
C05995,41,4036,165476,Month-to-month,Cash,No,0,No
C05996,56,3119,174664,Two year,UPI,No,1,No
C05997,38,4619,175522,Month-to-month,Cash,No,0,Yes
C05998,32,4719,151008,Two year,UPI,No,1,Yes
C05999,40,1508,60320,Month-to-month,Net Banking,Yes,0,No
C06000,16,1673,26768,Month-to-month,Cash,No,0,No
C06001,12,4911,58932,Two year,UPI,No,0,No
C06002,53,3034,160802,Two year,UPI,Yes,1,No
C06003,52,1778,92456,One year,Net Banking,Yes,0,Yes
C06004,53,4956,262668,Two year,Net Banking,Yes,0,Yes
C06005,41,3191,130831,One year,UPI,Yes,0,Yes
C06006,41,1502,61582,Two year,Cash,Yes,0,Yes
C06007,32,986,31552,One year,Credit Card,Yes,0,No
C06008,58,4496,260768,One year,Net Banking,Yes,0,No
C06009,5,2493,12465,Two year,Net Banking,No,1,Yes
C06010,23,1893,43539,Two year,Credit Card,Yes,0,No
C06011,32,569,18208,Two year,Credit Card,No,1,Yes
C06012,38,713,27094,Two year,Credit Card,Yes,1,No
C06013,38,3121,118598,Two year,Cash,Yes,1,No
C06014,27,2265,61155,Two year,Net Banking,No,1,No
C06015,33,3688,121704,One year,Cash,Yes,0,No
C06016,45,1060,47700,One year,Net Banking,No,1,No
C06017,56,2825,158200,One year,Net Banking,Yes,0,No
C06018,10,4985,49850,Month-to-month,Net Banking,No,0,No
C06019,43,3233,139019,Month-to-month,Cash,No,0,No
C06020,53,468,24804,One year,UPI,Yes,0,No
C06021,45,2099,94455,Two year,Credit Card,Yes,0,No
C06022,54,3933,212382,Month-to-month,Cash,Yes,0,No
C06023,36,2815,101340,Month-to-month,Credit Card,Yes,1,No
C06024,39,4227,164853,Month-to-month,Cash,No,0,Yes
C06025,34,327,11118,Month-to-month,Cash,Yes,0,No
C06026,12,1701,20412,One year,Credit Card,Yes,1,Yes
C06027,13,3909,50817,One year,UPI,Yes,0,Yes
C06028,42,4544,190848,One year,Cash,Yes,0,No
C06029,43,3285,141255,Two year,UPI,No,1,Yes
C06030,36,3009,108324,Two year,Cash,No,1,No
C06031,56,4504,252224,Two year,Credit Card,Yes,0,No
C06032,1,4569,4569,Month-to-month,Net Banking,No,0,No
C06033,31,311,9641,Two year,Cash,Yes,0,No
C06034,17,701,11917,Month-to-month,Cash,Yes,0,No
C06035,33,4325,142725,One year,Credit Card,Yes,1,Yes
C06036,5,1977,9885,One year,Net Banking,Yes,0,No
C06037,41,4242,173922,Month-to-month,Credit Card,No,0,No
C06038,31,1155,35805,Two year,Net Banking,No,0,No
C06039,14,3589,50246,Two year,Credit Card,Yes,0,No
C06040,9,2449,22041,One year,UPI,Yes,0,Yes
C06041,10,3881,38810,One year,UPI,Yes,1,Yes
C06042,20,2519,50380,One year,Cash,Yes,0,Yes
C06043,11,926,10186,One year,Credit Card,No,0,No
C06044,11,1736,19096,Two year,Net Banking,No,1,No
C06045,2,4687,9374,Month-to-month,Cash,No,0,No
C06046,58,3658,212164,Month-to-month,Net Banking,Yes,0,No
C06047,13,3473,45149,Month-to-month,UPI,Yes,1,No
C06048,12,4532,54384,Two year,UPI,No,0,Yes
C06049,11,903,9933,Month-to-month,Credit Card,Yes,0,No
C06050,22,3261,71742,One year,Net Banking,Yes,0,Yes
C06051,59,3855,227445,Month-to-month,Credit Card,Yes,1,No
C06052,6,4261,25566,One year,Cash,Yes,0,Yes
C06053,56,1312,73472,Month-to-month,Net Banking,Yes,0,No
C06054,60,3352,201120,One year,Net Banking,No,0,No
C06055,11,1466,16126,One year,Cash,Yes,0,No
C06056,33,4309,142197,Two year,Cash,No,0,No
C06057,28,1391,38948,Two year,UPI,No,0,No
C06058,17,2998,50966,One year,Net Banking,Yes,0,Yes
C06059,27,1151,31077,One year,Cash,Yes,0,No
C06060,45,1149,51705,One year,Net Banking,No,0,No
C06061,51,975,49725,Two year,UPI,Yes,1,No
C06062,3,1362,4086,Two year,UPI,No,1,No
C06063,57,2440,139080,One year,UPI,No,0,No
C06064,40,1985,79400,One year,UPI,Yes,0,No
C06065,8,3537,28296,Two year,UPI,No,1,No
C06066,26,1087,28262,Two year,Cash,No,1,No
C06067,42,4088,171696,Two year,Net Banking,No,0,Yes
C06068,4,1123,4492,One year,UPI,No,0,No
C06069,25,1397,34925,One year,Cash,Yes,0,No
C06070,25,4843,121075,One year,Credit Card,Yes,0,No
C06071,44,1888,83072,One year,Net Banking,No,0,No
C06072,5,1792,8960,Two year,Credit Card,Yes,0,No
C06073,7,4105,28735,Two year,UPI,No,1,No
C06074,58,4949,287042,Month-to-month,Cash,No,0,No
C06075,37,4396,162652,Month-to-month,Net Banking,No,0,No
C06076,47,4589,215683,Two year,Net Banking,Yes,0,Yes
C06077,12,1545,18540,Month-to-month,UPI,No,1,No
C06078,32,3205,102560,Month-to-month,Cash,No,0,No
C06079,59,4509,266031,Two year,Credit Card,Yes,0,Yes
C06080,22,2242,49324,Two year,UPI,No,0,No
C06081,37,2235,82695,Two year,Cash,Yes,0,No
C06082,17,2424,41208,Month-to-month,Credit Card,Yes,0,Yes
C06083,4,1906,7624,Month-to-month,Net Banking,Yes,0,Yes
C06084,31,761,23591,One year,Net Banking,Yes,0,No
C06085,36,4999,179964,One year,Net Banking,Yes,0,No
C06086,58,817,47386,Month-to-month,Cash,Yes,0,Yes
C06087,47,1134,53298,Month-to-month,Credit Card,No,1,Yes
C06088,33,2311,76263,Two year,Credit Card,Yes,1,No
C06089,52,3705,192660,Month-to-month,Net Banking,No,1,Yes
C06090,51,4543,231693,One year,Net Banking,Yes,0,No
C06091,53,1515,80295,Two year,UPI,Yes,0,Yes
C06092,1,4739,4739,One year,Net Banking,No,0,No
C06093,40,1067,42680,One year,Credit Card,Yes,0,No
C06094,22,991,21802,Month-to-month,Cash,No,1,No
C06095,15,2596,38940,One year,UPI,No,1,No
C06096,17,3208,54536,One year,UPI,No,0,Yes
C06097,60,4996,299760,One year,Cash,No,0,No
C06098,1,4242,4242,Two year,Cash,No,0,No
C06099,57,3391,193287,Two year,Cash,No,1,Yes
C06100,16,3371,53936,Month-to-month,Net Banking,No,1,Yes
C06101,9,803,7227,Month-to-month,UPI,Yes,0,No
C06102,16,1645,26320,Two year,Net Banking,Yes,1,No
C06103,22,2590,56980,Month-to-month,Credit Card,No,0,No
C06104,15,4796,71940,Month-to-month,Credit Card,No,0,No
C06105,36,2597,93492,Two year,Cash,Yes,0,Yes
C06106,1,4927,4927,Two year,UPI,No,0,No
C06107,6,632,3792,Month-to-month,Net Banking,No,0,No
C06108,8,2417,19336,One year,Credit Card,Yes,0,No
C06109,21,4901,102921,Month-to-month,UPI,Yes,0,No
C06110,8,1049,8392,Two year,Credit Card,Yes,1,Yes
C06111,6,1659,9954,One year,Cash,Yes,0,No
C06112,36,1507,54252,Month-to-month,Credit Card,Yes,0,Yes
C06113,3,817,2451,Month-to-month,Net Banking,Yes,0,No
C06114,21,4531,95151,One year,Credit Card,No,0,No
C06115,19,2391,45429,Month-to-month,Net Banking,No,0,No
C06116,33,4014,132462,Month-to-month,Net Banking,Yes,1,Yes
C06117,45,4478,201510,Month-to-month,UPI,No,0,No
C06118,22,2128,46816,Two year,UPI,Yes,0,No
C06119,60,2506,150360,One year,Cash,No,1,No
C06120,37,2577,95349,Month-to-month,UPI,Yes,0,No
C06121,7,1746,12222,Month-to-month,Cash,Yes,0,No
C06122,34,4315,146710,Month-to-month,Cash,Yes,0,Yes
C06123,1,4613,4613,Month-to-month,Net Banking,No,0,No
C06124,48,2134,102432,Month-to-month,Cash,Yes,0,No
C06125,50,4628,231400,Month-to-month,Cash,Yes,0,No
C06126,50,4180,209000,One year,Net Banking,No,1,Yes
C06127,37,3632,134384,Month-to-month,Cash,No,0,No
C06128,27,3644,98388,Two year,UPI,No,0,No
C06129,10,343,3430,Month-to-month,Net Banking,Yes,0,No
C06130,49,3844,188356,Two year,UPI,Yes,1,No
C06131,47,3681,173007,Month-to-month,Cash,Yes,0,Yes
C06132,9,481,4329,Two year,UPI,Yes,0,No
C06133,35,394,13790,Two year,Credit Card,No,0,No
C06134,28,2949,82572,Month-to-month,UPI,Yes,1,No
C06135,47,4067,191149,Month-to-month,Cash,No,0,No
C06136,15,4762,71430,Two year,Credit Card,No,0,Yes
C06137,42,1835,77070,Month-to-month,Credit Card,Yes,1,No
C06138,59,4737,279483,Two year,UPI,No,1,No
C06139,9,3564,32076,Month-to-month,Net Banking,No,0,Yes
C06140,25,4632,115800,One year,UPI,Yes,0,No
C06141,34,2013,68442,Two year,Credit Card,No,0,Yes
C06142,36,3043,109548,One year,UPI,Yes,0,No
