Customer_ID,Product,Quantity,Price,Total_Sales,Region,Date
C03595,Mouse,10,1500,15000,South,2025-08-14
C03596,Mouse,1,8000,8000,West,2025-04-22
C03597,Keyboard,5,1500,7500,South,2025-05-30
C03598,Monitor,2,50000,100000,East,2025-04-03
C03599,Mouse,1,8000,8000,East,2025-08-02
C03600,Monitor,10,50000,500000,South,2025-06-17
C03601,Keyboard,1,25000,25000,South,2025-06-18
C03602,Monitor,10,8000,80000,East,2025-07-01
C03603,Laptop,6,1500,9000,North,2025-11-03
C03604,Monitor,4,1500,6000,East,2025-12-31
C03605,Tablet,9,25000,225000,North,2025-07-15
C03606,Laptop,1,50000,50000,South,2025-02-07
C03607,Mouse,7,1500,10500,East,2025-12-13
C03608,Printer,8,25000,200000,East,2025-11-16
C03609,Monitor,4,50000,200000,West,2025-05-21
C03610,Printer,4,25000,100000,East,2025-02-20
C03611,Monitor,1,500,500,East,2025-07-02
C03612,Printer,1,8000,8000,East,2025-06-26
C03613,Monitor,1,12000,12000,West,2025-11-14
C03614,Laptop,5,12000,60000,West,2025-11-12
C03615,Printer,6,25000,150000,South,2025-06-28
C03616,Keyboard,5,1500,7500,West,2025-10-20
C03617,Laptop,8,500,4000,South,2025-11-05
C03618,Keyboard,4,8000,32000,South,2025-12-30
C03619,Keyboard,8,50000,400000,North,2025-08-03
C03620,Laptop,7,1500,10500,West,2025-08-16
C03621,Tablet,10,25000,250000,East,2025-02-04
C03622,Mouse,8,50000,400000,East,2025-10-02
C03623,Mouse,2,8000,16000,West,2025-08-10
C03624,Keyboard,6,8000,48000,South,2025-12-15
C03625,Printer,7,500,3500,North,2025-07-14
C03626,Printer,1,50000,50000,East,2025-05-31
C03627,Printer,1,500,500,North,2025-02-12
C03628,Mouse,1,25000,25000,East,2025-05-31
C03629,Tablet,2,25000,50000,North,2025-03-03
C03630,Printer,9,8000,72000,West,2025-08-20
C03631,Keyboard,3,25000,75000,North,2025-10-05
C03632,Monitor,2,12000,24000,South,2025-11-02
C03633,Laptop,5,25000,125000,East,2025-05-18
C03634,Printer,4,500,2000,West,2025-04-09
C03635,Tablet,10,500,5000,West,2025-12-26
C03636,Keyboard,2,50000,100000,North,2025-10-05
C03637,Monitor,9,12000,108000,West,2025-07-30
C03638,Keyboard,3,50000,150000,South,2025-10-27
C03639,Laptop,4,12000,48000,South,2025-08-30
C03640,Monitor,5,8000,40000,East,2025-08-04
C03641,Printer,10,1500,15000,West,2025-12-15
C03642,Tablet,3,12000,36000,East,2025-03-18
C03643,Tablet,4,1500,6000,South,2025-08-12
C03644,Keyboard,7,500,3500,North,2025-10-18
C03645,Tablet,7,500,3500,West,2025-07-02
C03646,Monitor,4,500,2000,South,2025-12-02
C03647,Monitor,2,500,1000,West,2025-08-19
C03648,Monitor,8,12000,96000,South,2025-05-06
C03649,Tablet,10,12000,120000,North,2025-07-29
C03650,Printer,7,50000,350000,West,2025-03-08
C03651,Laptop,9,50000,450000,North,2025-12-18
C03652,Laptop,3,25000,75000,West,2025-12-05
C03653,Keyboard,9,25000,225000,North,2025-06-16
C03654,Monitor,9,1500,13500,South,2025-01-11
C03655,Printer,10,1500,15000,North,2025-04-28
C03656,Keyboard,10,1500,15000,West,2025-11-29
C03657,Monitor,4,12000,48000,North,2025-10-11
C03658,Tablet,2,12000,24000,East,2025-06-03
C03659,Keyboard,8,1500,12000,West,2025-08-26
C03660,Keyboard,7,12000,84000,South,2025-09-02
C03661,Monitor,7,500,3500,North,2025-10-16
C03662,Keyboard,7,8000,56000,West,2025-05-09
C03663,Tablet,1,50000,50000,East,2025-10-16
C03664,Tablet,7,8000,56000,West,2025-04-24
C03665,Monitor,5,1500,7500,South,2025-09-14
C03666,Keyboard,1,25000,25000,South,2025-02-11
C03667,Monitor,9,50000,450000,South,2025-06-20
C03668,Mouse,1,12000,12000,North,2025-08-07
C03669,Keyboard,3,8000,24000,East,2025-08-18
C03670,Mouse,3,1500,4500,West,2025-09-19
C03671,Laptop,8,1500,12000,East,2025-12-25
C03672,Laptop,1,25000,25000,East,2025-02-16
C03673,Monitor,4,12000,48000,East,2025-11-25
C03674,Laptop,4,25000,100000,North,2025-10-15
C03675,Monitor,5,8000,40000,West,2025-02-13
C03676,Keyboard,9,1500,13500,North,2025-03-24
C03677,Keyboard,4,50000,200000,South,2025-01-20
C03678,Printer,4,1500,6000,East,2025-05-10
C03679,Monitor,5,500,2500,North,2025-02-13
C03680,Printer,4,50000,200000,East,2025-02-13
C03681,Printer,10,25000,250000,North,2025-11-19
C03682,Laptop,3,25000,75000,North,2025-10-15
C03683,Mouse,2,12000,24000,West,2025-08-30
C03684,Monitor,5,12000,60000,East,2025-03-02
C03685,Tablet,1,50000,50000,West,2025-04-14
C03686,Laptop,8,25000,200000,North,2025-03-31
C03687,Laptop,9,500,4500,West,2025-12-09
C03688,Tablet,9,25000,225000,South,2025-02-06
C03689,Tablet,9,500,4500,West,2025-01-20
C03690,Mouse,5,1500,7500,South,2025-12-08
C03691,Keyboard,7,8000,56000,West,2025-09-27
C03692,Monitor,4,8000,32000,West,2025-09-01
C03693,Mouse,9,8000,72000,East,2025-05-02
C03694,Mouse,2,500,1000,South,2025-09-06
C03695,Keyboard,2,8000,16000,West,2025-05-01
C03696,Monitor,10,1500,15000,South,2025-12-17
C03697,Mouse,4,1500,6000,North,2025-06-23
C03698,Keyboard,4,25000,100000,West,2025-06-07
C03699,Mouse,7,12000,84000,North,2025-06-24
C03700,Printer,4,12000,48000,North,2025-07-08
C03701,Laptop,8,8000,64000,North,2025-10-15
C03702,Mouse,5,25000,125000,East,2025-03-07
C03703,Mouse,8,1500,12000,North,2025-07-13
C03704,Tablet,1,8000,8000,North,2025-07-02
C03705,Tablet,8,50000,400000,West,2025-05-11
C03706,Monitor,4,1500,6000,North,2025-09-08
C03707,Laptop,5,500,2500,East,2025-10-28
C03708,Printer,10,500,5000,South,2025-03-12
C03709,Keyboard,5,1500,7500,South,2025-12-03
C03710,Tablet,1,500,500,West,2025-01-16
C03711,Keyboard,5,8000,40000,South,2025-04-21
C03712,Tablet,3,500,1500,North,2025-04-04
C03713,Printer,5,8000,40000,South,2025-07-25
C03714,Mouse,3,50000,150000,South,2025-01-31
C03715,Printer,7,500,3500,West,2025-03-12
C03716,Mouse,3,12000,36000,East,2025-10-21
C03717,Keyboard,5,500,2500,North,2025-04-18
C03718,Mouse,10,1500,15000,West,2025-11-17
C03719,Printer,7,1500,10500,West,2025-03-09
C03720,Mouse,8,50000,400000,South,2025-04-11
C03721,Monitor,8,1500,12000,South,2025-03-21
C03722,Monitor,10,50000,500000,South,2025-03-30
C03723,Printer,9,50000,450000,East,2025-06-16
C03724,Tablet,9,8000,72000,South,2025-08-30
C03725,Laptop,4,25000,100000,South,2025-04-18
C03726,Tablet,7,12000,84000,South,2025-10-14
C03727,Laptop,9,50000,450000,West,2025-02-15
C03728,Monitor,6,50000,300000,North,2025-09-11
C03729,Keyboard,2,1500,3000,North,2025-01-09
C03730,Monitor,6,1500,9000,North,2025-08-10
C03731,Printer,3,25000,75000,North,2025-04-02
C03732,Tablet,7,8000,56000,East,2025-05-08
C03733,Keyboard,9,25000,225000,South,2025-11-30
C03734,Tablet,8,8000,64000,South,2025-09-01
C03735,Mouse,6,25000,150000,West,2025-12-15
C03736,Mouse,6,25000,150000,West,2025-08-28
C03737,Keyboard,6,12000,72000,West,2025-02-06
C03738,Monitor,5,25000,125000,East,2025-03-19
C03739,Printer,3,500,1500,West,2025-07-01
C03740,Printer,7,25000,175000,North,2025-01-10
C03741,Mouse,4,12000,48000,South,2025-04-02
C03742,Mouse,2,25000,50000,East,2025-08-27
C03743,Tablet,9,8000,72000,West,2025-01-19
C03744,Keyboard,6,12000,72000,East,2025-04-29
C03745,Mouse,6,50000,300000,East,2025-06-24
C03746,Tablet,6,50000,300000,North,2025-01-10
C03747,Keyboard,1,1500,1500,West,2025-05-13
C03748,Tablet,6,8000,48000,West,2025-01-07
C03749,Tablet,6,25000,150000,South,2025-07-03
C03750,Tablet,6,50000,300000,West,2025-02-22
C03751,Monitor,1,500,500,North,2025-02-04
C03752,Printer,8,1500,12000,West,2025-02-01
C03753,Tablet,7,8000,56000,East,2025-07-06
C03754,Mouse,8,25000,200000,East,2025-09-16
C03755,Laptop,6,500,3000,East,2025-03-10
C03756,Mouse,4,25000,100000,West,2025-12-06
C03757,Monitor,9,8000,72000,South,2025-02-25
C03758,Monitor,4,500,2000,North,2025-02-19
C03759,Laptop,5,1500,7500,East,2025-07-27
C03760,Monitor,1,12000,12000,West,2025-09-06
C03761,Mouse,2,12000,24000,West,2025-05-29
C03762,Monitor,2,500,1000,West,2025-07-11
C03763,Monitor,5,1500,7500,North,2025-12-08
C03764,Monitor,3,25000,75000,North,2025-09-13
C03765,Keyboard,4,25000,100000,North,2025-09-06
C03766,Keyboard,8,500,4000,East,2025-03-08
C03767,Printer,7,50000,350000,South,2025-06-30
C03768,Printer,8,12000,96000,North,2025-02-16
C03769,Printer,9,8000,72000,South,2025-07-04
C03770,Keyboard,3,8000,24000,East,2025-10-30
C03771,Keyboard,7,25000,175000,North,2025-08-23
C03772,Mouse,9,500,4500,West,2025-10-21
C03773,Monitor,4,500,2000,South,2025-02-11
C03774,Laptop,4,1500,6000,North,2025-12-06
C03775,Keyboard,6,12000,72000,South,2025-12-02
C03776,Mouse,8,12000,96000,South,2025-03-20
C03777,Monitor,2,50000,100000,West,2025-09-28
C03778,Tablet,5,25000,125000,North,2025-07-14
C03779,Tablet,3,1500,4500,South,2025-03-08
C03780,Keyboard,8,8000,64000,East,2025-05-19
C03781,Laptop,3,8000,24000,West,2025-04-14
C03782,Mouse,4,25000,100000,North,2025-11-09
C03783,Laptop,4,1500,6000,North,2025-01-09
C03784,Printer,1,8000,8000,West,2025-07-12
C03785,Tablet,7,50000,350000,West,2025-09-26
C03786,Monitor,3,500,1500,South,2025-03-03
C03787,Mouse,5,1500,7500,South,2025-10-10
C03788,Laptop,7,1500,10500,North,2025-04-19
C03789,Tablet,8,25000,200000,West,2025-05-22
C03790,Mouse,10,8000,80000,West,2025-08-07
C03791,Laptop,2,500,1000,East,2025-10-14
C03792,Mouse,7,500,3500,East,2025-07-21
C03793,Mouse,4,50000,200000,East,2025-10-02
C03794,Monitor,8,12000,96000,South,2025-10-03
C03795,Tablet,4,500,2000,South,2025-10-04
C03796,Mouse,1,12000,12000,West,2025-12-31
C03797,Printer,9,500,4500,South,2025-11-11
C03798,Laptop,8,8000,64000,West,2025-06-04
C03799,Laptop,4,8000,32000,South,2025-02-22
C03800,Laptop,9,12000,108000,West,2025-06-27
C03801,Tablet,5,50000,250000,South,2025-12-28
C03802,Monitor,5,8000,40000,South,2025-07-22
C03803,Printer,3,500,1500,North,2025-07-22
C03804,Laptop,5,25000,125000,South,2025-09-11
C03805,Laptop,10,1500,15000,East,2025-02-27
C03806,Tablet,1,1500,1500,East,2025-04-05
C03807,Laptop,6,25000,150000,East,2025-10-10
C03808,Laptop,2,500,1000,East,2025-08-04
C03809,Monitor,2,8000,16000,South,2025-12-12
C03810,Monitor,1,12000,12000,South,2025-04-01
C03811,Mouse,3,8000,24000,North,2025-08-13
C03812,Keyboard,8,500,4000,North,2025-06-06
C03813,Printer,8,50000,400000,East,2025-07-22
C03814,Keyboard,8,12000,96000,South,2025-07-05
C03815,Keyboard,2,50000,100000,North,2025-07-11
C03816,Laptop,2,25000,50000,West,2025-06-17
C03817,Keyboard,10,25000,250000,South,2025-10-13
C03818,Printer,10,25000,250000,South,2025-07-25
C03819,Monitor,8,12000,96000,South,2025-04-24
C03820,Tablet,9,12000,108000,South,2025-04-26
C03821,Laptop,9,8000,72000,South,2025-07-03
C03822,Laptop,6,8000,48000,South,2025-12-27
C03823,Monitor,5,25000,125000,North,2025-03-06
C03824,Mouse,10,500,5000,East,2025-08-18
C03825,Monitor,7,500,3500,East,2025-02-15
C03826,Tablet,9,8000,72000,West,2025-03-06
C03827,Keyboard,3,1500,4500,North,2025-09-15
C03828,Monitor,3,50000,150000,North,2025-10-10
C03829,Printer,7,50000,350000,South,2025-08-10
C03830,Laptop,10,50000,500000,West,2025-05-18
C03831,Tablet,7,1500,10500,East,2025-01-05
C03832,Mouse,5,25000,125000,East,2025-04-24
C03833,Printer,1,12000,12000,East,2025-04-26
C03834,Monitor,2,1500,3000,West,2025-10-20
C03835,Laptop,3,50000,150000,South,2025-04-13
C03836,Printer,3,50000,150000,North,2025-07-12
C03837,Mouse,8,25000,200000,South,2025-05-22
C03838,Monitor,7,8000,56000,West,2025-01-19
C03839,Tablet,4,25000,100000,East,2025-11-22
C03840,Tablet,10,50000,500000,West,2025-08-24
C03841,Tablet,4,50000,200000,East,2025-09-14
C03842,Keyboard,5,8000,40000,West,2025-03-01
C03843,Monitor,6,25000,150000,East,2025-09-26
C03844,Mouse,6,500,3000,West,2025-09-04
C03845,Tablet,2,8000,16000,East,2025-06-13
C03846,Keyboard,4,8000,32000,South,2025-07-21
C03847,Printer,7,50000,350000,North,2025-03-31
C03848,Keyboard,9,8000,72000,South,2025-04-27
C03849,Printer,5,1500,7500,West,2025-10-08
C03850,Mouse,2,8000,16000,North,2025-11-21
C03851,Printer,9,500,4500,North,2025-06-24
C03852,Laptop,6,25000,150000,North,2025-03-28
C03853,Laptop,5,25000,125000,South,2025-06-11
C03854,Keyboard,6,8000,48000,West,2025-04-12
C03855,Keyboard,9,25000,225000,South,2025-06-23
C03856,Printer,1,25000,25000,West,2025-04-09
C03857,Keyboard,4,1500,6000,East,2025-11-09
C03858,Laptop,10,12000,120000,North,2025-07-10
C03859,Mouse,4,12000,48000,South,2025-04-11
C03860,Keyboard,10,8000,80000,South,2025-05-13
C03861,Monitor,3,25000,75000,South,2025-02-05
C03862,Monitor,5,1500,7500,South,2025-05-06
C03863,Mouse,1,500,500,East,2025-09-22
C03864,Monitor,8,8000,64000,South,2025-09-26
C03865,Monitor,3,25000,75000,West,2025-01-26
C03866,Printer,9,12000,108000,West,2025-12-27
C03867,Monitor,2,1500,3000,North,2025-07-16
C03868,Printer,2,1500,3000,West,2025-06-22
C03869,Mouse,5,25000,125000,East,2025-06-15
C03870,Printer,1,25000,25000,South,2025-08-25
C03871,Laptop,4,25000,100000,East,2025-07-22
C03872,Laptop,7,25000,175000,West,2025-09-26
C03873,Tablet,6,8000,48000,North,2025-02-15
C03874,Keyboard,6,1500,9000,North,2025-09-09
C03875,Monitor,1,25000,25000,North,2025-03-04
C03876,Monitor,7,50000,350000,West,2025-10-12
C03877,Printer,1,12000,12000,West,2025-06-12
C03878,Mouse,6,12000,72000,North,2025-09-18
C03879,Mouse,8,25000,200000,West,2025-01-23
C03880,Laptop,8,50000,400000,South,2025-12-19
C03881,Tablet,4,12000,48000,North,2025-03-09
C03882,Mouse,2,500,1000,East,2025-11-28
C03883,Monitor,9,500,4500,East,2025-08-03
C03884,Keyboard,3,500,1500,North,2025-08-11
C03885,Laptop,5,8000,40000,South,2025-07-23
C03886,Keyboard,3,500,1500,North,2025-05-22
C03887,Laptop,1,25000,25000,North,2025-07-17
C03888,Mouse,5,1500,7500,South,2025-12-26
C03889,Laptop,6,25000,150000,West,2025-05-07
C03890,Printer,8,50000,400000,South,2025-05-14
C03891,Monitor,8,500,4000,East,2025-12-12
C03892,Tablet,9,12000,108000,North,2025-04-20
C03893,Keyboard,9,12000,108000,East,2025-10-26
C03894,Mouse,5,50000,250000,South,2025-01-15
C03895,Monitor,4,25000,100000,South,2025-02-28
C03896,Tablet,7,50000,350000,North,2025-12-20
C03897,Monitor,5,25000,125000,East,2025-05-25
C03898,Laptop,3,1500,4500,North,2025-11-11
C03899,Mouse,1,25000,25000,South,2025-02-13
C03900,Tablet,5,8000,40000,South,2025-03-28
C03901,Monitor,5,12000,60000,South,2025-03-05
C03902,Tablet,10,50000,500000,North,2025-05-22
C03903,Monitor,9,25000,225000,North,2025-08-15
C03904,Laptop,3,500,1500,East,2025-03-24
C03905,Tablet,2,500,1000,West,2025-09-30
C03906,Printer,8,25000,200000,North,2025-12-27
C03907,Printer,5,1500,7500,North,2025-09-26
C03908,Tablet,1,12000,12000,North,2025-01-10
C03909,Mouse,8,12000,96000,South,2025-11-22
C03910,Tablet,4,12000,48000,South,2025-01-08
C03911,Mouse,2,50000,100000,South,2025-08-11
C03912,Tablet,7,12000,84000,North,2025-09-14
C03913,Mouse,8,500,4000,West,2025-08-10
C03914,Monitor,8,12000,96000,North,2025-03-14
C03915,Printer,3,8000,24000,South,2025-10-29
C03916,Laptop,6,12000,72000,West,2025-01-01
C03917,Laptop,5,50000,250000,East,2025-12-12
C03918,Tablet,9,12000,108000,North,2025-08-12
C03919,Laptop,2,1500,3000,North,2025-02-19
C03920,Monitor,9,25000,225000,East,2025-06-20
C03921,Tablet,4,12000,48000,North,2025-02-12
C03922,Monitor,7,50000,350000,South,2025-05-16
C03923,Keyboard,6,50000,300000,West,2025-05-02
C03924,Keyboard,4,500,2000,South,2025-01-05
C03925,Monitor,3,500,1500,South,2025-06-11
C03926,Monitor,4,500,2000,North,2025-01-31
C03927,Monitor,7,50000,350000,South,2025-04-10
C03928,Laptop,7,12000,84000,North,2025-11-05
C03929,Monitor,7,12000,84000,North,2025-05-13
C03930,Printer,7,12000,84000,East,2025-12-10
C03931,Printer,1,500,500,North,2025-02-21
C03932,Laptop,4,25000,100000,East,2025-05-03
C03933,Printer,4,500,2000,North,2025-08-19
C03934,Printer,4,25000,100000,South,2025-10-30
C03935,Mouse,4,500,2000,North,2025-08-02
C03936,Tablet,2,1500,3000,North,2025-11-14
C03937,Monitor,10,8000,80000,South,2025-07-18
C03938,Keyboard,1,25000,25000,South,2025-10-21
C03939,Printer,6,8000,48000,West,2025-07-17
C03940,Monitor,5,12000,60000,North,2025-12-04
C03941,Monitor,8,50000,400000,South,2025-01-27
C03942,Mouse,9,12000,108000,East,2025-12-30
C03943,Tablet,7,25000,175000,West,2025-03-07
C03944,Tablet,8,25000,200000,West,2025-04-13
C03945,Laptop,3,500,1500,East,2025-09-12
C03946,Printer,10,25000,250000,East,2025-01-03
C03947,Laptop,1,500,500,West,2025-08-22
C03948,Keyboard,7,25000,175000,North,2025-05-29
C03949,Tablet,2,500,1000,West,2025-03-16
C03950,Mouse,3,50000,150000,South,2025-09-17
C03951,Keyboard,9,25000,225000,East,2025-08-17
C03952,Mouse,7,12000,84000,South,2025-05-05
C03953,Printer,7,8000,56000,South,2025-09-13
C03954,Keyboard,9,8000,72000,West,2025-07-08
C03955,Monitor,3,1500,4500,West,2025-05-15
C03956,Tablet,7,8000,56000,North,2025-05-05
C03957,Monitor,3,12000,36000,South,2025-09-10
C03958,Printer,5,12000,60000,North,2025-05-28
C03959,Laptop,5,8000,40000,North,2025-05-31
C03960,Mouse,7,8000,56000,East,2025-06-22
C03961,Tablet,1,8000,8000,North,2025-06-13
C03962,Tablet,1,12000,12000,East,2025-11-14
C03963,Monitor,1,25000,25000,East,2025-09-23
C03964,Keyboard,3,8000,24000,West,2025-10-25
C03965,Mouse,6,500,3000,East,2025-09-29
C03966,Tablet,2,8000,16000,East,2025-12-14
C03967,Printer,10,8000,80000,North,2025-05-24
C03968,Mouse,5,12000,60000,North,2025-04-02
C03969,Monitor,4,500,2000,West,2025-09-13
C03970,Monitor,9,12000,108000,East,2025-06-19
C03971,Keyboard,2,500,1000,West,2025-04-12
C03972,Tablet,2,50000,100000,North,2025-09-07
C03973,Laptop,4,12000,48000,East,2025-01-24
C03974,Mouse,1,12000,12000,West,2025-07-06
C03975,Laptop,7,25000,175000,South,2025-03-07
C03976,Printer,8,25000,200000,South,2025-05-30
C03977,Monitor,4,500,2000,West,2025-03-03
C03978,Tablet,9,12000,108000,West,2025-02-27
C03979,Monitor,1,500,500,South,2025-07-08
C03980,Laptop,6,25000,150000,North,2025-07-28
C03981,Keyboard,8,1500,12000,West,2025-10-12
C03982,Laptop,4,12000,48000,East,2025-12-11
C03983,Printer,10,1500,15000,South,2025-01-29
C03984,Printer,5,50000,250000,East,2025-10-03
C03985,Tablet,10,1500,15000,South,2025-08-13
C03986,Keyboard,7,25000,175000,North,2025-06-25
C03987,Mouse,3,25000,75000,East,2025-06-04
C03988,Laptop,9,50000,450000,South,2025-08-05
C03989,Keyboard,1,500,500,West,2025-07-22
C03990,Keyboard,2,50000,100000,East,2025-02-23
C03991,Printer,8,25000,200000,West,2025-06-09
C03992,Printer,10,50000,500000,East,2025-09-09
C03993,Laptop,4,50000,200000,South,2025-12-16
C03994,Mouse,7,25000,175000,North,2025-08-15
C03995,Monitor,7,50000,350000,West,2025-12-10
C03996,Keyboard,8,1500,12000,North,2025-04-17
C03997,Laptop,10,12000,120000,West,2025-02-17
C03998,Tablet,1,12000,12000,North,2025-12-23
C03999,Printer,2,12000,24000,East,2025-04-23
C04000,Monitor,10,25000,250000,North,2025-03-29
C04001,Mouse,6,50000,300000,South,2025-02-03
C04002,Tablet,6,1500,9000,East,2025-05-15
C04003,Laptop,5,1500,7500,East,2025-04-10
C04004,Keyboard,4,50000,200000,North,2025-06-27
C04005,Printer,3,50000,150000,West,2025-01-14
C04006,Tablet,4,1500,6000,South,2025-12-08
C04007,Mouse,1,500,500,East,2025-06-22
C04008,Monitor,3,12000,36000,North,2025-05-10
C04009,Mouse,10,500,5000,West,2025-11-18
C04010,Laptop,2,25000,50000,West,2025-07-29
C04011,Keyboard,8,50000,400000,North,2025-11-15
C04012,Tablet,1,50000,50000,South,2025-04-22
C04013,Printer,8,12000,96000,South,2025-04-29
C04014,Keyboard,3,12000,36000,East,2025-02-07
C04015,Mouse,8,12000,96000,West,2025-01-02
C04016,Laptop,5,50000,250000,West,2025-05-17
C04017,Mouse,8,8000,64000,South,2025-10-19
C04018,Laptop,7,8000,56000,East,2025-10-27
C04019,Mouse,6,12000,72000,West,2025-12-21
C04020,Printer,8,500,4000,North,2025-05-22
C04021,Laptop,10,500,5000,North,2025-07-21
C04022,Laptop,6,8000,48000,East,2025-08-03
C04023,Monitor,2,8000,16000,South,2025-11-26
C04024,Mouse,2,25000,50000,West,2025-09-21
C04025,Keyboard,6,500,3000,West,2025-06-04
C04026,Laptop,5,12000,60000,South,2025-07-12
C04027,Mouse,7,50000,350000,West,2025-12-28
C04028,Keyboard,7,50000,350000,West,2025-04-19
C04029,Printer,2,50000,100000,South,2025-02-12
C04030,Keyboard,8,50000,400000,East,2025-12-28
C04031,Monitor,10,500,5000,South,2025-12-28
C04032,Monitor,4,50000,200000,East,2025-04-08
C04033,Mouse,10,8000,80000,East,2025-07-07
C04034,Mouse,10,12000,120000,East,2025-03-05
C04035,Keyboard,5,25000,125000,East,2025-11-17
C04036,Laptop,8,1500,12000,South,2025-10-11
C04037,Printer,10,50000,500000,East,2025-02-19
C04038,Monitor,9,12000,108000,South,2025-01-01
C04039,Mouse,4,8000,32000,West,2025-12-18
C04040,Keyboard,7,25000,175000,West,2025-06-25
C04041,Mouse,6,12000,72000,South,2025-03-19
C04042,Monitor,5,25000,125000,West,2025-05-16
C04043,Printer,7,500,3500,East,2025-04-21
C04044,Laptop,10,8000,80000,South,2025-04-05
C04045,Keyboard,1,12000,12000,South,2025-10-26
C04046,Laptop,10,12000,120000,East,2025-06-16
C04047,Keyboard,4,12000,48000,West,2025-03-03
C04048,Mouse,9,25000,225000,East,2025-07-04
C04049,Keyboard,2,50000,100000,East,2025-11-11
C04050,Keyboard,9,25000,225000,North,2025-06-04
C04051,Mouse,5,500,2500,South,2025-09-18
C04052,Keyboard,10,50000,500000,East,2025-11-29
C04053,Printer,5,25000,125000,North,2025-08-05
C04054,Printer,8,8000,64000,South,2025-12-25
C04055,Laptop,6,1500,9000,South,2025-08-12
C04056,Keyboard,3,50000,150000,South,2025-01-27
C04057,Tablet,3,8000,24000,West,2025-09-08
C04058,Monitor,6,500,3000,South,2025-11-15
C04059,Mouse,5,8000,40000,South,2025-05-09
C04060,Monitor,7,50000,350000,South,2025-07-20
C04061,Laptop,9,50000,450000,West,2025-04-25
C04062,Laptop,8,8000,64000,South,2025-06-16
C04063,Monitor,1,1500,1500,North,2025-06-27
C04064,Monitor,5,500,2500,South,2025-10-02
C04065,Printer,2,25000,50000,West,2025-08-20
C04066,Keyboard,6,25000,150000,East,2025-09-24
C04067,Tablet,6,8000,48000,North,2025-06-05
C04068,Keyboard,10,25000,250000,West,2025-10-23
C04069,Printer,4,500,2000,South,2025-03-10
C04070,Laptop,5,25000,125000,West,2025-02-08
C04071,Laptop,6,12000,72000,South,2025-04-10
C04072,Printer,2,8000,16000,East,2025-01-20
C04073,Tablet,1,50000,50000,East,2025-03-22
C04074,Tablet,8,50000,400000,East,2025-09-10
C04075,Mouse,4,50000,200000,East,2025-05-03
C04076,Laptop,4,1500,6000,West,2025-08-26
C04077,Tablet,10,8000,80000,West,2025-01-26
C04078,Monitor,3,500,1500,East,2025-11-04
C04079,Mouse,10,1500,15000,South,2025-08-16
C04080,Printer,7,500,3500,North,2025-10-31
C04081,Tablet,3,500,1500,South,2025-09-28
C04082,Mouse,10,8000,80000,South,2025-06-24
C04083,Printer,7,500,3500,West,2025-06-17
C04084,Printer,4,500,2000,South,2025-05-11
C04085,Monitor,5,500,2500,North,2025-06-27
C04086,Monitor,4,25000,100000,West,2025-06-23
C04087,Mouse,9,1500,13500,South,2025-04-28
C04088,Tablet,5,50000,250000,East,2025-03-27
C04089,Tablet,1,1500,1500,North,2025-02-15
C04090,Tablet,7,1500,10500,South,2025-03-04
C04091,Printer,8,500,4000,West,2025-03-02
C04092,Laptop,4,1500,6000,South,2025-10-22
C04093,Keyboard,10,1500,15000,South,2025-06-28
C04094,Keyboard,5,8000,40000,West,2025-03-14
C04095,Tablet,3,25000,75000,North,2025-11-24
C04096,Monitor,8,12000,96000,West,2025-03-16
C04097,Monitor,2,8000,16000,South,2025-03-08
C04098,Laptop,10,12000,120000,North,2025-02-11
C04099,Printer,7,8000,56000,North,2025-06-03
C04100,Keyboard,4,12000,48000,South,2025-04-10
C04101,Laptop,1,8000,8000,East,2025-12-27
C04102,Tablet,6,1500,9000,North,2025-01-11
C04103,Mouse,6,25000,150000,North,2025-06-29
C04104,Laptop,8,12000,96000,West,2025-02-14
C04105,Laptop,3,8000,24000,East,2025-06-24
C04106,Keyboard,3,1500,4500,East,2025-07-08
C04107,Laptop,5,12000,60000,West,2025-02-23
C04108,Tablet,9,1500,13500,North,2025-11-12
C04109,Monitor,10,25000,250000,West,2025-12-21
C04110,Mouse,4,1500,6000,South,2025-12-19
C04111,Laptop,1,12000,12000,North,2025-11-27
C04112,Keyboard,2,25000,50000,East,2025-04-20
C04113,Laptop,6,1500,9000,West,2025-06-09
C04114,Tablet,1,1500,1500,East,2025-05-25
C04115,Mouse,8,500,4000,North,2025-02-25
C04116,Keyboard,1,500,500,North,2025-03-22
C04117,Laptop,5,8000,40000,South,2025-08-20
C04118,Laptop,8,50000,400000,East,2025-06-29
C04119,Mouse,5,1500,7500,East,2025-01-27
C04120,Laptop,7,25000,175000,North,2025-08-25
C04121,Printer,4,500,2000,East,2025-12-12
C04122,Tablet,8,8000,64000,West,2025-11-03
C04123,Tablet,5,50000,250000,West,2025-05-13
C04124,Mouse,8,50000,400000,West,2025-04-12
C04125,Printer,10,1500,15000,East,2025-09-17
C04126,Monitor,4,12000,48000,South,2025-11-10
C04127,Laptop,3,8000,24000,West,2025-07-29
C04128,Laptop,10,25000,250000,South,2025-08-24
C04129,Monitor,7,25000,175000,South,2025-06-17
C04130,Keyboard,9,8000,72000,North,2025-11-22
C04131,Laptop,4,50000,200000,East,2025-05-18
C04132,Tablet,4,12000,48000,North,2025-03-29
C04133,Printer,2,500,1000,South,2025-01-06
C04134,Monitor,8,1500,12000,West,2025-05-01
